full_name,class,a,e,i,q,H,neo,pha,diameter,albedo,diameter_sigma,orbit_id,n,per,moid
170086 (2002 XR14),APO,1.905,0.626,2.13,0.712,18.14,Y,Y,,,,JPL 113,0.3749,960,0.0114
170502 (2003 WM7),APO,2.47,0.8818,10.51,0.292,17.36,Y,N,,,,JPL 82,0.2539,1420,0.0732
170891 (2004 TY16),AMO,1.982,0.4053,8.15,1.179,16.97,Y,N,,,,JPL 285,0.3531,1020,0.192
170903 (2004 WS2),APO,1.336,0.6031,8.27,0.53,18.23,Y,Y,,,,JPL 132,0.638,564,0.0303
171486 (1996 MO),APO,1.794,0.512,6.09,0.876,18.42,Y,N,,,,JPL 89,0.4101,878,0.0669
171576 (1999 VP11),APO,1.086,0.5836,17.28,0.452,18.68,Y,Y,,,,JPL 107,0.8711,413,0.00221
171819 (2001 FZ6),AMO,1.496,0.1666,9.95,1.246,18.4,Y,N,,,,JPL 199,0.5389,668,0.281
171839 (2001 JM1),APO,1.46,0.3108,17.08,1.007,19.23,Y,Y,,,,JPL 93,0.5584,645,0.0478
172678 (2003 YM137),APO,2.559,0.7028,2.82,0.761,18.95,Y,Y,,,,JPL 53,0.2407,1500,0.0154
172718 (2004 BD85),AMO,1.61,0.2044,19.58,1.281,18.88,Y,N,,,,JPL 49,0.4825,746,0.391
172722 (2004 BV102),APO,1.544,0.6994,7.22,0.464,17.67,Y,N,,,,JPL 116,0.5139,701,0.103
172974 (2005 YW55),AMO,1.637,0.2465,8.47,1.234,19.42,Y,N,,,,JPL 51,0.4706,765,0.294
173232 (1998 XC9),AMO,2.743,0.5333,9.61,1.28,18.31,Y,N,,,,JPL 40,0.217,1660,0.331
173561 (2000 YV137),APO,1.448,0.3109,28,0.998,18.36,Y,Y,,,,JPL 156,0.5656,636,0.0199
173664 (2001 JU2),AMO,1.517,0.2689,4.02,1.109,19.75,Y,N,,,,JPL 93,0.5273,683,0.11
174050 (2002 CC19),AMO,1.285,0.1134,50.06,1.139,17.61,Y,N,,,,JPL 219,0.6769,532,0.161
174806 (2003 XL),AMO,2.529,0.5669,10.6,1.095,17.22,Y,N,,,,JPL 87,0.2451,1470,0.129
174881 (2004 BU58),APO,1.254,0.557,57.23,0.556,18.1,Y,N,,,,JPL 59,0.7019,513,0.457
175114 (2004 QQ),APO,2.25,0.6633,5.72,0.758,16.66,Y,N,,,,JPL 139,0.2921,1230,0.0596
175189 (2005 EC224),AMO,2.059,0.3859,2.62,1.265,18.29,Y,N,,,,JPL 217,0.3336,1080,0.257
175729 (1998 BB10),APO,1.271,0.4246,11.54,0.732,20.44,Y,Y,,,,JPL 56,0.6875,524,0.0226
177016 (2003 BM47),APO,1.16,0.5821,13.81,0.485,20.04,Y,N,,,,JPL 48,0.7887,456,0.158
177049 (2003 EE16),APO,1.418,0.6143,0.65,0.547,19.84,Y,Y,,,,JPL 92,0.5838,617,0.0000966
177255 (2003 WC25),AMO,2.295,0.4859,10.25,1.18,16.81,Y,N,,,,JPL 104,0.2835,1270,0.176
177614 (2004 HK33),APO,1.889,0.5204,5.44,0.906,17.59,Y,Y,,,,JPL 186,0.3796,948,0.00818
177651 (2004 XM14),APO,1.154,0.6989,42.4,0.348,17.52,Y,N,,,,JPL 117,0.7947,453,0.496
178601 (2000 CG59),AMO,2.474,0.4922,4.18,1.257,17.74,Y,N,,,,JPL 36,0.2532,1420,0.271
178871 (2001 MA8),AMO,2.377,0.4628,7.61,1.277,17.7,Y,N,,,,JPL 101,0.2689,1340,0.262
179806 (2002 TD66),APO,1.858,0.5347,4.93,0.864,20.46,Y,Y,,,,JPL 63,0.3892,925,0.00591
180186 (2003 QZ30),APO,2.422,0.6315,8.57,0.892,17.58,Y,Y,,,,JPL 147,0.2615,1380,0.0455
183548 (2003 HU42),AMO,1.844,0.3405,10.53,1.216,17.79,Y,N,,,,JPL 73,0.3935,915,0.227
184266 (2004 VW14),APO,2.121,0.5977,3.83,0.853,19.49,Y,Y,,,,JPL 76,0.319,1130,0.00756
185702 (1998 HK3),AMO,1.828,0.3002,24.7,1.279,18.11,Y,N,,,,JPL 84,0.3988,903,0.49
185853 (2000 ER70),AMO,1.857,0.3109,36.91,1.28,16.92,Y,N,,,,JPL 149,0.3894,924,0.315
186822 (2004 FE31),APO,1.574,0.4526,13.06,0.862,17.84,Y,N,,,,JPL 360,0.499,721,0.0733
186823 (2004 FN32),APO,1.205,0.6768,21.96,0.389,19.12,Y,N,,,,JPL 68,0.7452,483,0.238
186844 (2004 GA1),APO,2.43,0.6726,7.77,0.795,17.43,Y,Y,,,,JPL 156,0.2602,1380,0.0174
187026 (2005 EK70),ATE,0.9596,0.1354,30,0.83,17.36,Y,N,,,,JPL 217,1.048,343,0.0978
188174 (2002 JC),ATE,0.8189,0.3907,40.86,0.499,17.44,Y,N,,,,JPL 100,1.33,271,0.0906
188452 (2004 HE62),AMO,2.551,0.5724,24.69,1.091,17.5,Y,N,,,,JPL 72,0.242,1490,0.0995
189008 (1996 FR3),APO,2.168,0.7935,8.04,0.448,16.41,Y,N,,,,JPL 114,0.3088,1170,0.088
189011 Ogmios (1997 NJ6),AMO,1.5,0.2322,18.7,1.152,19.08,Y,N,,,,JPL 77,0.5363,671,0.223
189040 (2000 MU1),APO,1.372,0.3825,13.09,0.848,19.87,Y,Y,,,,JPL 101,0.613,587,0.0112
189058 (2000 UT16),AMO,2.571,0.5112,26.23,1.257,16.65,Y,N,,,,JPL 136,0.2391,1510,0.539
189062 (2000 VA45),AMO,1.928,0.387,12.85,1.182,18.39,Y,N,,,,JPL 51,0.3683,978,0.275
189173 (2002 XY4),APO,1.844,0.5703,43.08,0.792,18.93,Y,N,,,,JPL 97,0.3937,914,0.142
189263 (2005 CA),AMO,2.73,0.5888,16.75,1.123,15.74,Y,N,,,,JPL 157,0.2185,1650,0.15
189552 (2000 RL77),AMO,2.557,0.5357,30.15,1.187,16.94,Y,N,,,,JPL 109,0.2411,1490,0.332
189630 (2001 LE6),APO,1.206,0.6931,12.62,0.37,17.83,Y,N,,,,JPL 97,0.7442,484,0.126
189700 (2001 TA45),AMO,1.463,0.1912,10.72,1.183,19.18,Y,N,,,,JPL 155,0.557,646,0.22
189865 (2003 NC),APO,1.406,0.8055,21.57,0.273,19.48,Y,Y,,,,JPL 59,0.5914,609,0.038
189973 (2003 XE11),AMO,1.845,0.3772,26.96,1.149,17.57,Y,N,,,,JPL 83,0.3934,915,0.159
190135 (2005 QE30),APO,2.019,0.6882,6.22,0.629,17.33,Y,N,,,,JPL 71,0.3436,1050,0.0781
190208 (2006 AQ),AMO,2.053,0.4863,4.09,1.055,18.2,Y,N,,,,JPL 319,0.335,1070,0.0984
190491 (2000 FJ10),APO,1.319,0.2346,5.28,1.01,21.06,Y,N,,,,JPL 70,0.6504,554,0.0548
190758 (2001 QH96),AMO,1.749,0.3643,13.95,1.112,18.38,Y,N,,,,JPL 104,0.426,845,0.168
190788 (2001 RT17),APO,1.268,0.7921,20.09,0.264,18.36,Y,N,,,,JPL 102,0.6902,522,0.162
191094 (2002 EA3),APO,2.115,0.6411,32.15,0.759,20.16,Y,N,,,,JPL 25,0.3204,1120,0.0828
192559 (1998 VO),APO,1.075,0.2266,10.06,0.831,20.43,Y,Y,,,,JPL 69,0.8845,407,0.0253
192563 (1998 WZ6),APO,1.452,0.4078,24.76,0.86,17.34,Y,Y,,,,JPL 189,0.5633,639,0.036
192642 (1999 RD32),APO,2.641,0.7703,6.81,0.607,16.48,Y,N,,,,JPL 146,0.2296,1570,0.0505
193178 (2000 PK5),APO,1.934,0.7015,13.13,0.577,17.74,Y,N,,,,JPL 51,0.3664,983,0.22
194006 (2001 SG10),APO,1.449,0.4243,4.26,0.834,20.46,Y,Y,,,,JPL 84,0.5651,637,0.0173
194126 (2001 SG276),AMO,1.433,0.2478,26.68,1.078,17.91,Y,N,,,,JPL 181,0.5747,626,0.0857
196068 (2002 TW55),APO,2.118,0.6645,59.35,0.711,18.13,Y,Y,,,,JPL 39,0.3198,1130,0.026
196256 (2003 EH1),AMO,3.122,0.6187,70.87,1.19,16.14,Y,N,,,,JPL 40,0.1786,2020,0.213
196625 (2003 RM10),APO,1.848,0.5917,13.72,0.754,20.29,Y,Y,,,,JPL 45,0.3924,917,0.00504
620085 (2014 WG365),APO,1.296,0.3333,25.12,0.864,20.12,Y,Y,,,,JPL 60,0.6683,539,0.0131
620089 (2015 FF120),APO,1.378,0.5295,47.71,0.648,19.43,Y,N,,,,JPL 21,0.6094,591,0.352
620090 (2015 FP332),APO,2.853,0.6791,36.5,0.916,17.47,Y,N,,,,JPL 85,0.2045,1760,0.0959
620092 (2015 HB10),APO,1.853,0.5716,5.7,0.794,18.35,Y,Y,,,,JPL 96,0.3906,922,0.0263
620093 (2015 YP10),AMO,1.44,0.2282,25.87,1.111,20.2,Y,N,,,,JPL 55,0.5703,631,0.195
620095 (2016 CB194),APO,2.512,0.6322,9.88,0.924,17.7,Y,Y,,,,JPL 21,0.2476,1450,0.000243
620096 Curupira (2016 HL),APO,1.813,0.6157,5.15,0.697,19.85,Y,Y,,,,JPL 57,0.4038,892,0.00784
620097 (2016 HD19),APO,1.357,0.7414,35.78,0.351,18.89,Y,N,,,,JPL 45,0.6233,578,0.159
620098 (2016 JG18),APO,1.946,0.7458,26.01,0.495,18.64,Y,N,,,,JPL 20,0.363,992,0.419
620099 (2016 OP5),APO,1.616,0.4523,8.24,0.885,20.95,Y,Y,,,,JPL 43,0.4799,750,0.0455
620100 (2016 WJ1),APO,1.34,0.5031,2.89,0.666,21.35,Y,Y,,,,JPL 69,0.6355,566,0.000146
620101 (2017 MW7),AMO,1.306,0.1612,22.48,1.095,21.01,Y,N,,,,JPL 41,0.6605,545,0.0896
620102 (2017 QM18),AMO,2.064,0.4601,34.08,1.114,18.62,Y,N,,,,JPL 98,0.3324,1080,0.144
620103 (2018 LC3),APO,1.346,0.5479,44.36,0.608,18.79,Y,Y,,,,JPL 17,0.6312,570,0.0499
620104 (2018 LG5),APO,1.502,0.3984,48.94,0.904,18.48,Y,N,,,,JPL 26,0.5354,672,0.0631
620105 (2018 YS),APO,1.495,0.4333,17.75,0.847,19.49,Y,N,,,,JPL 24,0.539,668,0.141
620106 (2020 HP8),APO,1.908,0.5252,7.97,0.906,20.25,Y,N,,,,JPL 46,0.3741,962,0.0556
620107 (2020 XK7),APO,2.012,0.5593,8.08,0.887,19.56,Y,Y,,,,JPL 35,0.3454,1040,0.0403
620108 (2021 AX7),AMO,1.555,0.2663,19.17,1.141,20.99,Y,N,,,,JPL 19,0.5083,708,0.17
620844 (2006 SA7),AMO,1.987,0.3614,35.57,1.269,19.43,Y,N,,,,JPL 20,0.3518,1020,0.553
621890 (2011 PO1),APO,2.515,0.6346,5.74,0.919,20.91,Y,Y,,,,JPL 34,0.2471,1460,0.0343
621911 (2011 SB16),APO,2.527,0.7997,6.88,0.506,18.83,Y,N,,,,JPL 33,0.2453,1470,0.118
622484 (2014 BY32),AMO,1.605,0.3504,39.72,1.042,19.49,Y,N,,,,JPL 26,0.4848,743,0.0598
622577 Miorita (2014 LU14),APO,1.287,0.4496,25.31,0.708,19.71,Y,N,,,,JPL 28,0.6751,533,0.197
622591 (2014 MM55),AMO,2.755,0.539,11.66,1.27,18.82,Y,N,,,,JPL 58,0.2156,1670,0.302
623769 (2018 RA5),APO,1.325,0.7132,37.61,0.38,19.29,Y,N,,,,JPL 19,0.6459,557,0.529
625646 (2006 GX2),APO,1.757,0.545,8.23,0.799,20.71,Y,N,,,,JPL 33,0.4231,851,0.0934
625788 (2006 SA6),AMO,2.77,0.6266,5.8,1.034,19.35,Y,N,,,,JPL 22,0.2138,1680,0.0867
625991 (2006 UL185),ATE,0.844,0.5019,19.44,0.42,21.41,Y,N,,,,JPL 38,1.271,283,0.204
627157 (2008 OX1),APO,1.206,0.2776,29.74,0.871,21.5,Y,Y,,,,JPL 39,0.7441,484,0.036
627523 (2008 XE2),AMO,2.544,0.5067,7.96,1.255,19.25,Y,N,,,,JPL 78,0.2429,1480,0.288
628250 (2014 QL390),AMO,2.084,0.4029,3.59,1.245,22.25,Y,N,,,,JPL 34,0.3276,1100,0.235
651565 (2013 CL89),APO,1.253,0.3492,26.55,0.816,19.47,Y,N,,,,JPL 57,0.7023,513,0.134
654647 (2015 CN62),AMO,1.476,0.2227,5.47,1.147,20.15,Y,N,,,,JPL 45,0.5496,655,0.17
657084 (2016 GT220),APO,1.608,0.3799,23.65,0.997,17.83,Y,Y,,,,JPL 40,0.4835,745,0.0243
658883 (2017 XD),APO,1.653,0.7814,38.38,0.361,17.3,Y,N,,,,JPL 42,0.4639,776,0.17
659609 (2019 SZ2),AMO,1.683,0.2487,22.45,1.264,19.78,Y,N,,,,JPL 56,0.4515,797,0.288
659952 (2021 US11),AMO,1.56,0.1953,16.01,1.255,20.17,Y,N,,,,JPL 8,0.506,711,0.307
659955 (2022 AC30),AMO,1.797,0.2867,17.86,1.282,19.29,Y,N,,,,JPL 19,0.4092,880,0.294
660096 (1998 SL36),APO,1.391,0.4181,19.06,0.809,20.23,Y,Y,,,,JPL 62,0.6009,599,0.0197
660483 (2001 VC76),APO,1.754,0.4419,16.84,0.979,19.8,Y,N,,,,JPL 26,0.4241,849,0.169
660599 (2002 JD109),APO,2.02,0.65,24.72,0.707,18.57,Y,N,,,,JPL 40,0.3433,1050,0.3
661492 (2004 TX37),AMO,3.275,0.6334,4.92,1.201,15.64,Y,N,,,,JPL 24,0.1663,2160,0.221
662203 (2005 WR2),APO,1.532,0.5462,7.84,0.695,19.48,Y,N,,,,JPL 52,0.5198,693,0.0745
662390 (2006 BN55),APO,1.871,0.5541,18.69,0.834,20,Y,N,,,,JPL 38,0.3851,935,0.0564
662564 (2006 JF),APO,1.084,0.658,42.51,0.371,19.59,Y,N,,,,JPL 45,0.8736,412,0.227
663005 (2006 WU29),AMO,2.619,0.5272,28.96,1.238,18.38,Y,N,,,,JPL 84,0.2325,1550,0.28
663216 (2007 DK8),APO,1.65,0.4193,32.58,0.958,19.11,Y,N,,,,JPL 65,0.4651,774,0.209
663491 (2007 RT9),APO,1.666,0.5858,21.28,0.69,19.06,Y,N,,,,JPL 35,0.4585,785,0.233
663927 (2007 YO56),APO,1.281,0.3572,15.61,0.823,20.15,Y,N,,,,JPL 36,0.6801,529,0.147
664078 (2008 DL5),APO,1.096,0.4735,18.64,0.577,22.11,Y,N,,,,JPL 39,0.8593,419,0.042
664220 (2008 GV3),APO,2.398,0.6055,72.86,0.946,18.45,Y,N,,,,JPL 47,0.2655,1360,0.249
665151 (2009 AH16),APO,1.969,0.7578,21.98,0.477,17.83,Y,N,,,,JPL 59,0.3567,1010,0.274
665250 (2009 CA2),APO,1.506,0.4799,31.73,0.784,18.77,Y,N,,,,JPL 53,0.533,675,0.183
665326 (2009 EF3),APO,1.051,0.307,16.53,0.728,21.57,Y,N,,,,JPL 43,0.9151,393,0.197
665382 (2009 HV44),APO,1.665,0.4231,37.99,0.96,18.82,Y,N,,,,JPL 103,0.4589,785,0.201
665390 (2009 HD82),APO,1.254,0.4765,5.8,0.656,21.69,Y,N,,,,JPL 49,0.702,513,0.0813
665429 (2009 KT21),AMO,1.671,0.3324,6.94,1.115,19.86,Y,N,,,,JPL 36,0.4564,789,0.172
666220 (2010 AO60),ATE,0.9515,0.2483,11.06,0.715,21.73,Y,N,,,,JPL 56,1.062,339,0.082
666332 (2010 ED43),AMO,1.337,0.2022,56.99,1.067,19.85,Y,N,,,,JPL 29,0.6376,565,0.115
666360 (2010 FC6),APO,1.064,0.4675,30.43,0.566,20.23,Y,N,,,,JPL 44,0.8982,401,0.436
666673 (2010 TJ7),AMO,1.658,0.2989,21.42,1.162,19.66,Y,N,,,,JPL 44,0.4616,780,0.166
666729 (2010 TV149),APO,1.699,0.5188,9.79,0.818,18.72,Y,Y,,,,JPL 106,0.445,809,0.0443
666966 (2010 XD11),APO,2.212,0.8524,16.19,0.327,17.96,Y,N,,,,JPL 61,0.2996,1200,0.2
667255 (2011 EG17),APO,1.38,0.4188,20.11,0.802,20.68,Y,Y,,,,JPL 33,0.6078,592,0.0434
667303 (2011 FR29),APO,1.057,0.3463,3.62,0.691,21.55,Y,N,,,,JPL 54,0.9065,397,0.061
668499 (2012 AB11),AMO,1.583,0.3273,27.76,1.065,22.32,Y,N,,,,JPL 25,0.4948,728,0.0978
668727 (2012 FS62),APO,1.232,0.3959,13.44,0.744,20.15,Y,N,,,,JPL 37,0.7208,499,0.115
668779 (2012 HO1),AMO,2.079,0.4627,7.17,1.117,23.75,Y,N,,,,JPL 30,0.3289,1090,0.117
668935 (2012 OC1),AMO,2.699,0.5405,8.31,1.24,17.55,Y,N,,,,JPL 42,0.2223,1620,0.275
668949 (2012 PP28),APO,1.989,0.6067,5.67,0.782,19.27,Y,Y,,,,JPL 35,0.3513,1020,0.0265
669051 (2012 SD22),APO,1.964,0.5727,7.91,0.839,20.08,Y,Y,,,,JPL 45,0.3581,1010,0.0167
669555 (2012 YQ1),APO,1.998,0.5627,5.15,0.874,21.11,Y,Y,,,,JPL 20,0.349,1030,0.00575
669608 (2013 AW52),APO,1.114,0.4879,19,0.571,20.02,Y,N,,,,JPL 43,0.8382,430,0.181
670011 (2013 EH89),APO,1.35,0.4041,7.1,0.804,20.08,Y,N,,,,JPL 51,0.6286,573,0.0867
670246 (2013 JE1),APO,1.375,0.4092,32.68,0.812,19.24,Y,N,,,,JPL 46,0.6111,589,0.176
670295 (2013 LH16),APO,2.923,0.7947,7.96,0.6,18.91,Y,N,,,,JPL 55,0.1972,1830,0.121
670610 (2013 VK5),APO,1.228,0.5843,19.41,0.51,20.48,Y,N,,,,JPL 26,0.7245,497,0.186
670931 (2014 DJ112),APO,1.336,0.4536,26.14,0.73,20.13,Y,N,,,,JPL 31,0.6379,564,0.235
671076 (2014 FP47),APO,1.168,0.2601,5.06,0.864,22.36,Y,N,,,,JPL 55,0.7809,461,0.0259
671243 (2014 HR184),APO,1.296,0.3296,14.33,0.869,20.04,Y,N,,,,JPL 31,0.6677,539,0.103
671294 (2014 JO25),APO,2.066,0.8867,25.16,0.234,18.02,Y,Y,,,,JPL 98,0.3319,1080,0.00684
671970 (2014 QO296),APO,1.835,0.4701,10.94,0.973,20.05,Y,Y,,,,JPL 42,0.3964,908,0.0147
672457 (2014 UR116),APO,2.07,0.7278,6.57,0.564,19.8,Y,Y,,,,JPL 84,0.3309,1090,0.0292
672531 (2014 VU1),AMO,2.016,0.357,21.08,1.296,18.74,Y,N,,,,JPL 36,0.3443,1050,0.33
672745 (2014 WV363),APO,1.846,0.5158,5.53,0.894,19.05,Y,Y,,,,JPL 18,0.393,916,0.0294
672881 (2014 XG8),APO,2.089,0.5205,57.13,1.002,17.72,Y,N,,,,JPL 35,0.3264,1100,0.16
673011 (2015 AR45),APO,1.385,0.7013,9.23,0.414,20,Y,Y,,,,JPL 35,0.6044,596,0.0176
673566 (2015 DE200),APO,1.189,0.5223,18.71,0.568,20.25,Y,N,,,,JPL 46,0.7603,473,0.111
673675 (2015 FM34),APO,2.082,0.5768,4.68,0.881,22.5,Y,N,,,,JPL 32,0.328,1100,0.0469
673677 (2015 FF37),APO,1.526,0.4157,15.36,0.892,19.02,Y,N,,,,JPL 52,0.5229,688,0.0778
673713 (2015 FQ117),ATE,0.8606,0.6205,4.55,0.327,20.87,Y,Y,,,,JPL 28,1.235,292,0.0281
674207 (2015 MN66),APO,1.219,0.4525,17.75,0.668,20.16,Y,N,,,,JPL 44,0.732,492,0.239
674590 (2015 RH2),APO,1.218,0.2666,5.36,0.893,22,Y,Y,,,,JPL 82,0.7333,491,0.0119
674942 (2015 TX143),APO,1.583,0.5526,8.58,0.708,19.72,Y,N,,,,JPL 126,0.4951,727,0.0963
675214 (2015 VR1),APO,1.586,0.3686,19.24,1.002,20.9,Y,N,,,,JPL 44,0.4934,730,0.148
675603 (2015 XE352),APO,1.335,0.3891,2.05,0.816,20.94,Y,Y,,,,JPL 74,0.6388,564,0.0147
675689 (2015 YA10),APO,1.547,0.6556,9.55,0.533,20.56,Y,N,,,,JPL 29,0.5121,703,0.0606
675797 (2016 AX147),AMO,2.473,0.5616,9.88,1.084,17.54,Y,N,,,,JPL 172,0.2535,1420,0.18
676480 (2016 GZ215),AMO,1.606,0.2291,6.57,1.238,21.08,Y,N,,,,JPL 68,0.4843,743,0.261
677578 (2017 AV3),APO,1.585,0.5117,36.48,0.774,19.68,Y,N,,,,JPL 26,0.4938,729,0.231
677579 (2017 AF5),APO,2.48,0.9496,20.85,0.125,17.79,Y,N,,,,JPL 46,0.2524,1430,0.156
677600 (2017 BM6),APO,1.744,0.6915,6.23,0.538,19.96,Y,N,,,,JPL 21,0.4279,841,0.0801
677781 (2017 DV34),AMO,1.456,0.1457,28.93,1.244,21.74,Y,N,,,,JPL 14,0.561,642,0.286
678010 (2017 FE101),APO,1.474,0.4059,53.57,0.876,19.17,Y,N,,,,JPL 30,0.5507,654,0.0523
678263 (2017 QP17),APO,1.147,0.4575,24.22,0.622,19.58,Y,N,,,,JPL 26,0.802,449,0.358
678413 (2017 SV20),APO,1.303,0.3054,22.73,0.905,18.76,Y,Y,,,,JPL 68,0.6625,543,0.00928
678715 (2017 VV14),APO,2.24,0.845,15.89,0.347,18.34,Y,Y,,,,JPL 27,0.294,1220,0.0493
678861 (2017 YH),IEO,0.6344,0.4823,19.86,0.328,18.12,Y,N,,,,JPL 40,1.951,185,0.115
678899 (2018 AG2),APO,1.551,0.3909,23.75,0.945,19.83,Y,N,,,,JPL 32,0.5104,705,0.0577
678927 (2018 BP),APO,1.557,0.3977,3.33,0.938,20.56,Y,Y,,,,JPL 70,0.5075,709,0.00307
678964 (2018 CC14),APO,2.081,0.5454,5.89,0.946,22.4,Y,N,,,,JPL 18,0.3283,1100,0.0253
678976 (2018 EH4),APO,2.06,0.6126,6.19,0.798,21.68,Y,Y,,,,JPL 20,0.3333,1080,0.0241
678989 (2018 GY4),ATE,0.9182,0.7101,17.24,0.266,19.06,Y,N,,,,JPL 22,1.12,321,0.175
679164 (2018 VG8),AMO,2.73,0.527,6.14,1.291,19,Y,N,,,,JPL 22,0.2185,1650,0.322
679337 (2019 AQ4),APO,1.181,0.5328,46.95,0.552,19.19,Y,N,,,,JPL 23,0.7675,469,0.463
679420 (2019 EV2),APO,1.389,0.6576,66.37,0.476,19.58,Y,N,,,,JPL 23,0.6021,598,0.403
679440 (2019 GT2),APO,1.84,0.5108,6.74,0.9,19.1,Y,Y,,,,JPL 12,0.395,911,0.0439
679648 (2019 XS),APO,1.006,0.3264,4.45,0.677,23.84,Y,N,,,,JPL 31,0.9772,368,0.00389
679655 (2020 BS12),APO,1.49,0.7457,4.63,0.379,20.11,Y,Y,,,,JPL 20,0.5418,664,0.0356
679656 (2020 BP13),APO,1.568,0.3525,8.14,1.015,21.06,Y,Y,,,,JPL 74,0.5021,717,0.0129
679657 (2020 BE15),APO,1.61,0.8956,16.54,0.168,20.04,Y,N,,,,JPL 24,0.4823,746,0.129
679756 (2020 KP1),AMO,1.587,0.2916,31.37,1.124,23.13,Y,N,,,,JPL 12,0.4931,730,0.116
679757 (2020 KW7),APO,2.108,0.6367,13.02,0.766,19.99,Y,N,,,,JPL 25,0.322,1120,0.0575
679786 (2020 QG3),APO,2.089,0.5654,7.43,0.908,21.21,Y,Y,,,,JPL 52,0.3265,1100,0.0162
679814 (2020 TH5),APO,1.425,0.3985,4.6,0.857,21.04,Y,Y,,,,JPL 53,0.5795,621,0.0346
679829 (2021 EC5),AMO,2.243,0.4927,16.71,1.138,18.36,Y,N,,,,JPL 41,0.2934,1230,0.13
679885 (2021 NQ5),APO,1.611,0.4937,1.42,0.816,21.14,Y,Y,,,,JPL 32,0.4818,747,0.0000729
679969 (2022 PQ),AMO,1.687,0.2908,5.67,1.196,20.87,Y,N,,,,JPL 11,0.45,800,0.19
686964 (2011 GM44),ATE,0.7817,0.5191,49.33,0.376,19.68,Y,Y,,,,JPL 27,1.426,252,0.022
688126 (2012 JS17),APO,1.217,0.4198,15.65,0.706,21.04,Y,N,,,,JPL 23,0.7339,491,0.125
688841 (2013 AV60),APO,2.064,0.7321,7.38,0.553,18.77,Y,N,,,,JPL 54,0.3323,1080,0.108
690253 (2014 DE80),APO,1.476,0.8251,26.66,0.258,19.49,Y,N,,,,JPL 33,0.5498,655,0.334
693691 (2015 KJ157),ATE,0.9448,0.7374,36.89,0.248,19.18,Y,N,,,,JPL 45,1.073,335,0.17
696314 (2016 GN206),APO,1.584,0.4718,20.19,0.837,20.14,Y,N,,,,JPL 10,0.4943,728,0.0772
696513 (2016 NL56),APO,1.407,0.545,4.6,0.64,20.91,Y,Y,,,,JPL 18,0.5908,609,0.00357
699726 (2021 GR12),APO,2.087,0.7394,13.73,0.544,18.01,Y,N,,,,JPL 19,0.3269,1100,0.104
707657 (2011 OV4),AMO,2.166,0.4093,7.47,1.28,18.62,Y,N,,,,JPL 91,0.3092,1160,0.278
709992 (2013 LW28),APO,1.678,0.5868,30.65,0.693,18.88,Y,N,,,,JPL 48,0.4535,794,0.144
710271 (2013 RK96),APO,1.58,0.5042,11.09,0.783,19.04,Y,N,,,,JPL 2,0.4961,726,0.085
712200 (2014 SM143),APO,1.206,0.4226,24.21,0.696,20.39,Y,Y,,,,JPL 48,0.7445,484,0.00531
719002 (2018 BN3),AMO,1.552,0.2996,12.83,1.087,20.34,Y,N,,,,JPL 66,0.51,706,0.0996
719194 (2018 PL23),APO,1.567,0.787,14.35,0.334,19.87,Y,Y,,,,JPL 25,0.5024,717,0.0314
719979 (2022 QK204),APO,2.052,0.8419,34.46,0.324,17.63,Y,N,,,,JPL 8,0.3352,1070,0.498
723136 (2006 NL),ATE,0.8477,0.5759,20.08,0.36,19.95,Y,N,,,,JPL 62,1.263,285,0.0568
       (1979 XB),APO,2.228,0.7084,24.73,0.65,18.6,Y,Y,,,,JPL 13,0.2964,1210,0.0239
       (1982 YA),AMO,3.646,0.6921,35.18,1.123,18.02,Y,N,,,,JPL 20,0.1416,2540,0.212
       (1986 NA),AMO,1.933,0.4017,9.45,1.157,19.85,Y,N,,,,JPL 29,0.3667,982,0.168
       (1988 NE),AMO,2.246,0.4443,9.66,1.248,19.25,Y,N,,,,JPL 39,0.2929,1230,0.235
       (1989 AZ),APO,1.648,0.4685,11.79,0.876,19.39,Y,N,,,,JPL 82,0.466,772,0.0553
       (1990 UN),APO,1.71,0.5281,3.68,0.807,23.5,Y,N,,,,JPL 13,0.4408,817,0.0219
       (1991 BA),APO,2.189,0.6732,1.94,0.715,28.6,Y,N,,,,JPL 12,0.3043,1180,0.000343
       (1991 GO),APO,1.926,0.6541,9.55,0.666,20.1,Y,Y,,,,JPL 27,0.3687,976,0.0258
       (1991 JR),AMO,1.406,0.2609,10.14,1.039,23.4,Y,N,,,,JPL 16,0.5914,609,0.0442
       (1991 TT),APO,1.194,0.161,14.79,1.002,26,Y,N,,,,JPL 14,0.7554,477,0.0306
       (1991 TU),APO,1.421,0.3344,7.73,0.946,28.4,Y,N,,,,JPL 10,0.582,619,0.00447
       (1991 VA),APO,1.434,0.3546,6.57,0.925,26.5,Y,N,,,,JPL 13,0.574,627,0.00717
       (1991 VG),APO,1.032,0.0524,1.43,0.978,28.3,Y,N,,,,JPL 14,0.9396,383,0.00154
       (1991 XA),APO,2.261,0.5669,5.24,0.979,23.7,Y,N,,,,JPL 13,0.2899,1240,0.0473
       (1991 XB),AMO,2.964,0.5819,16.24,1.239,18.8,Y,N,,,,JPL 16,0.1932,1860,0.255
       (1992 DU),APO,1.159,0.1742,24.99,0.957,25.3,Y,N,,,,JPL 14,0.7903,456,0.0379
